"","gageID","augflow","sepflow","augSepflow"
"1",6037500,0.0703702478245045,0.0685985688202543,0.138968816644759
"2",6043500,0.0584188649549886,0.0467630206567763,0.105181885611765
"3",6188000,0.0230378018930901,0.0176508443212053,0.0406886462142954
"4",6191500,0.0702521562768471,0.0436431229724454,0.113895279249292
"5",6221400,0.15247343677078,0.0713215379154668,0.223794974686247
"6",6224000,0.0916367919052102,0.0456097505253435,0.137246542430554
"7",6289000,0.0677436056482386,0.0541316544337456,0.121875260081984
"8",6332515,0.00597141102519617,0.0277072085688969,0.033678619594093
"9",6614800,0.0514665570867354,0.0241163351166996,0.075582892203435
"10",6622700,0.0207121219285705,0.0167440885388633,0.0374562104674338
"11",6623800,0.0276218378333694,0.0191703856729098,0.0467922235062792
"12",6632400,0.0243458763725783,0.0142054566594499,0.0385513330320282
"13",7083000,0.0810376684126261,0.0429931359967227,0.124030804409349
"14",9034900,0.0602735026997782,0.0282759442602835,0.0885494469600617
"15",9035900,0.0608169178852013,0.0354101954924004,0.0962271133776016
"16",9047700,0.0654554916382808,0.0444523223267358,0.109907813965017
"17",9065500,0.0396651220774983,0.016347462666527,0.0560125847440253
"18",9066000,0.0323209598668057,0.0169522544966014,0.0492732143634071
"19",9066200,0.0250069768897821,0.0101011038872153,0.0351080807769974
"20",9066300,0.0253531270357084,0.0116319051542731,0.0369850321899815
"21",9081600,0.0484453964040317,0.0259749726617545,0.0744203690657863
"22",9107000,0.0606566663478728,0.0428082647219108,0.103464931069784
"23",9210500,0.0444633609348335,0.0356853625709232,0.0801487235057566
"24",9223000,0.0207316169967977,0.0176860536017264,0.0384176705985241
"25",9306242,0.0633492509884725,0.056903296764493,0.120252547752965
"26",9312600,0.0138151413813095,0.00983608048573083,0.0236512218670403
"27",9352900,0.0538951900685218,0.0352074921677361,0.0891026822362579
"28",9378170,0.0143335552462224,0.00728681232221751,0.02162036756844
"29",9378630,0.00429340110722284,0.000207118847383614,0.00450051995460645
"30",9386900,0.019734126001156,0.0136855300590748,0.0334196560602307
"31",9404450,0.0457966661374713,0.0420153868222195,0.0878120529596908
"32",10023000,0.0823136535231082,0.0733326106486244,0.155646264171733
"33",10166430,0.0604783917858635,0.0297605607332582,0.0902389525191217
"34",10172700,0.0630091013022275,0.0593806380736321,0.12238973937586
"35",10172800,0.0592430583803562,0.0442551747670704,0.103498233147427
"36",10173450,0.055945588225261,0.0383045158179846,0.0942501040432456
"37",10205030,0.0684842591350668,0.0581152158500834,0.12659947498515
"38",10234500,0.0625111974070877,0.0431068180284653,0.105618015435553
"39",10242000,0.0474303174903607,0.0319617284876521,0.0793920459780128
"40",10244950,0.0830771707606349,0.0671346700888596,0.150211840849495
"41",10249300,0.0344417426328024,0.0255010551348109,0.0599427977676133
"42",10316500,0.019806670544778,0.0100402097891958,0.0298468803339738
"43",10329500,0.0134686043299566,0.0135007467343569,0.0269693510643136
"44",10396000,0.0285556079385385,0.0258599230211679,0.0544155309597064
"45",13011500,0.0254235541611908,0.0201730203093566,0.0455965744705474
"46",13011900,0.0519573549004892,0.0355364101566089,0.0874937650570981
"47",13018300,0.073903666916696,0.0509468050597303,0.124850471976426
"48",13023000,0.0579938504727325,0.0449668888823621,0.102960739355095
"49",13161500,0.008925619806742,0.00816755508956134,0.0170931748963033
"50",13235000,0.0450674910711914,0.0354355583140626,0.080503049385254
"51",13331500,0.0199864978382111,0.0124175035343692,0.0324040013725803
"52",14020000,0.0153857856948188,0.0150570174782253,0.0304428031730441
